Church_Name,Address,Phone_Number,Website,No_of_Member,Ponster_Name
"
        ,
			,
			(,) 
			
        ","
			,
			201 NW 46th Ave,
Plantation FL  33317-3148,
USA
        ","
			,
		,. Pastor Jocelin Belizaire  (Pastor - Associate)
        ",http://sinaisda.org,"
		,1340","
		,Johnson Cesar "
"
        ,Church (CCH)
        ","
			,
			7 Johnson St,
Spring Valley NY  10977-4834,
USA
        ","
        ,845-426-2256
        ",http://sinaisdaspringvalley.org.,"
		,639","
		,Andre Arbentz Pierre-Antoine "
"
        ,Friday, January 11, 2019
        ","
			,
			387 Stark Rd,
Jackson GA  30233-4625,
USA
        ","
        ,
        ",http://sinaihaitiansdamg22.adventistchurchconnect.org,"
		,Sony Olivier ","
        ,678-565-5336
        "
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
,,"
        ,
        ",http://simplechurchathome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
"
        ,Company (CCO)
        ","
			,
			MAIL ONLY c/o Florida Conference of SDA,
351 S State Road 434,
Altamonte Springs FL  32714-3824,
USA
        ","
        ,407-429-7281
        ",http://simplechurchathome.com,"
    	,
			MAIL ONLY c/o Florida Conference of SDA,
351 S State Road 434,
Altamonte Springs FL  32714-3824,
USA
		","
		,10"
,,"
        ,
        ",http://www.SimpleChurchAtHome.com,"
        ,407-429-7281
        ","
        ,
			,
			
        "
"
        ,
			,
			,
        ","
			,
			1636 Sinaloa Rd,
Simi Valley CA  93065-3034,
USA
        ","
			,
		,Janet L. White  (Pastor - Associate)
        ",http://www.simiadventist.org,"
		,379","
		,K. Philip White "
"
        ,
			,
			(,) 
			
        ","
			,
			1159 Oak St,
Silverton OR  97381-1850,
USA
        ","
        ,503-873-8568
        ",http://www.silvertonadventist.org,"
		,113","
		,Jose G. Galvez "
"
        ,
			,
			(,) 
			
        ","
			,
			1345 Pine Rd,
Ocala FL  34472-8309,
USA
        ","
		,Mark Reid ",http://silverspringsshores22.adventistchurchconnect.org,"
    	,
			PO Box 830607,
Ocala FL  34483-0607,
USA
		","
		,240"
"
        ,
			,
			(,) 
			
        ","
			,
			2105 US Highway 50,
Silver Springs NV  89429-9379,
USA
        ","
        ,775-577-2266
        ",http://silversprings22.adventistchurchconnect.org,"
    	,
			PO Box 241,
Silver Springs NV  89429-0241,
USA
		","
		,35"
"
        ,
			,
			(,) 
			
        ","
			,
			Good Shepherd Episcopal,
818 University Blvd W,
Silver Spring MD  20901-1039,
USA
        ","
		,Willy Benzaquen ",http://silverspringspanishmd.adventistchurch.org,"
    	,
			C/O Pastor Willy Benzaquen,
7210 Piney Woods Pl,
Laurel MD  20707-9458,
USA
		","
		,297"
"
        ,
			,
			(,) 
			
        ","
			,
			8900 Colesville Rd,
Silver Spring MD  20910-4116,
USA
        ","
        ,301-589-5768
        ",http://www.silverspringchurch.org,"
		,155","
		,Therezinha Barbalho "
"
        ,
			,
			(,) 
			
        ","
			,
			11855 SW 232nd St,
Miami FL  33170-7514,
USA
        ","
        ,305-283-0068
        ",http://silverpalmsspanishfl.adventistchurch.org,"
		,153","
		,Josue A Parker "
"
        ,Company (CCO)
        ","
			,
			3200 London St,
Los Angeles CA  90026-3725,
USA
        ","
        ,
			,
			
        ",http://silverlakespanishca.adventistchurch.org,"
		,0","
        ,818-351-3425
        "
"
        ,
			,
			(,) 
			
        ","
			,
			12 Peterson Dr,
Silver City NM  88061     ,
USA
        ","
		,Jorge Luis Morales ",http://silvercitynm.adventistchurch.org,"
    	,
			PO Box 1129,
Silver City NM  88062-1129,
USA
		","
		,71"
"
		,
		","
			,
			4517 NW 31st Ave,
Fort Lauderdale FL  33309-3403,
USA
        ","
        ,
        ",http://siloefrenchfl.adventistchurch.org,"
		,102","
		,Pierre Ostane Jean "
"
        ,Tuesday, September 18, 2018
        ","
			,
			10104 Northern Blvd,
Corona NY  11368-1139,
USA
        ","
        ,718-505-2608
        ",http://siloefrench22.adventistchurchconnect.org,"
		,89","
		,Brian Ladiny "
"
        ,
			,
			(,) 
			
        ","
			,
			519 S Maxwell St,
Siloam Springs AR  72761-3653,
USA
        ","
		,Johnny Rodriguez ",http://siloamspringsspanishar.adventistchurch.org,"
    	,
			PO Box 1327,
Siloam Springs AR  72761-1327,
USA
		","
		,199"
"
        ,Company (CCO)
        ","
			,
			815 Maude Ave,
Mountain View CA  94043-4021,
USA
        ","
        ,661-428-6822
        ",http://svsda.org,"
		,52","
		,Yi Re Yi "
"
        ,
			,
			(,) 
			
        ","
			,
			503 E Kathleen St,
Sikeston MO  63801-3029,
USA
        ","
        ,573-471-8820
        ",http://sikestonpeacepointchapel22.adventistchurchconnect.org,"
		,62","
		,Wayland Lively "
"
        ,
			,
			(,) 
			
        ","
			,
			5630 S Wild Rose Rd,
Hereford AZ  85615-8836,
USA
        ","
		,Jose Pablo Chan Bonnabel ",http://svspanish.adventistfaith.org/,"
    	,
			PO Box 627,
Sierra Vista AZ  85636-0627,
USA
		","
		,49"
"
        ,
			,
			(,) 
			
        ","
			,
			777 S Highway 92,
Sierra Vista AZ  85635-4328,
USA
        ","
        ,520-458-2641
        ",http://sierravistachurch.com,"
    	,
			PO Box 2076,
Sierra Vista AZ  85636-2076,
USA
		","
		,113"
"
        ,
			,
			(,) 
			
        ","
			,
			2392 Maple St,
Sidney NE  69162-1865,
USA
        ","
		,Brien Gregory Wahlen ",http://sidneysdachurch.com,"
    	,
			PO Box 32,
Sidney NE  69162-0032,
USA
		","
		,48"
"
        ,Church (CCH)
        ","
			,
			2475 S Central Ave,
Sidney MT  59270-5534,
USA
        ","
		,Kevin B McDaniel ",http://sidneyadventist22.adventistchurchconnect.org,"
    	,
			2475 S Central Ave,
Sidney MT  59270-5534,
USA
		","
		,20"
"
        ,Tuesday, July 5, 2016
        ","
			,
			929 Concord Tpke,
Arlington MA  02476-7309,
USA
        ","
        ,857-998-8608
        ",http://www.sichem22.adventistchurchconnect.org ,"
		,148","
		,Samuel Jerome "
"
        ,Church (CCH)
        ","
			,
			33 E 10th St,
Saint Cloud FL  34769-3903,
USA
        ","
        ,407-569-8432
        ",http://shulermemorial22.adventistchurchconnect.org,"
		,104","
		,Idalberto Torres "
"
        ,Church (CCH)
        ","
			,
			American Legion Post,
2 School St/835 Main St,
Shrewsbury MA  01545,
USA
        ","
        ,508-845-5900
        ",http://shrewsbury22.adventistchurchconnect.org,"
    	,
			PO Box 16,
Shrewsbury MA  01545-0016,
USA
		","
		,35"
"
        ,
			,
			(,) 
			
        ","
			,
			7023 Greenwood Rd,
Shreveport LA  71119-8318,
USA
        ","
        ,504-717-1487
        ",http://www.shreveportspanishchurch.org,"
		,71","
		,Fernando Villegas "
"
        ,
			,
			(,) 
			
        ","
			,
			3217 Colquitt Rd,
Shreveport LA  71118-3758,
USA
        ","
        ,318-686-8918
        ",http://shreveportsouth.church,"
		,228","
		,Fernando Villegas "
"
        ,
			,
			(,) 
			
        ","
			,
			6475 Westport Ave,
Shreveport LA  71129-2311,
USA
        ","
        ,318-687-6206
        ",http://shreveportfirstla.adventistchurch.org,"
		,195","
		,David Farmer "
"
        ,Church (CCH)
        ","
			,
			701 S 8th St,
Show Low AZ  85901-6422,
USA
        ","
        ,928-537-5663
        ",http://showlowsdachurch.org,"
    	,
			PO Box 2379,
Show Low AZ  85902-2379,
USA
		","
		,181"
"
        ,
			,
			(,) 
			
        ","
			,
			17424 5th Ave NE,
Shoreline WA  98155-5022,
USA
        ","
		,Bob Moore ",http://shoreline22.adventistchurchconnect.org,"
    	,
			17424 5th Ave NE,
Shoreline WA  98155-5022,
USA
		","
		,252"
"
        ,
			,
			(,) 
			
        ","
			,
			2011 County Road 41,
Florence AL  35633-6707,
USA
        ","
		,Tony Pitt ",http://www.facebook.com/shoalsseventhdayadventist/,"
    	,
			PO Box 2216,
Florence AL  35630-0017,
USA
		","
		,100"
"
        ,Tuesday, September 18, 2018
        ","
			,
			1368 William Floyd Pkwy,
Shirley NY  11967-1813,
USA
        ","
        ,347-524-9318
        ",http://shirleyfrny.adventistchurch.org,"
		,29","
		,Robert J Charles "
"
        ,Thursday, June 28, 2018
        ","
			,
			305 Roxbury Rd,
Shippensburg PA  17257-1007,
USA
        ","
        ,
			,
			
        ",,"
		,0","
        ,717-532-9914
        "
"
        ,
			,
			(,) 
			
        ","
			,
			3149 N Shingle Rd,
Shingle Springs CA  95682-9590,
USA
        ","
		,Jovan Ilijev ",http://shinglesprings.adventistfaith.org,"
    	,
			PO Box 172,
Shingle Springs CA  95682-0172,
USA
		","
		,63"
"
        ,
			,
			(,) 
			
        ","
			,
			310 W South Blvd,
Petersburg VA  23805-2037,
USA
        ","
        ,804-722-0840
        ",http://shiloh25.adventistchurchconnect.org,"
		,262","
		,Maxwell Ferguson "
"
        ,
			,
			(,) 
			
        ","
			,
			199 Willa St,
Ozark AL  36361     ,
USA
        ","
		,Rashad Burden ",http://shiloh34.adventistchurchconnect.org,"
    	,
			PO Box 66,
Ozark AL  36361-0066,
USA
		","
		,49"
"
        ,
			,
			(,) 
			
        ","
			,
			500 SW 17th Ave,
Ocala FL  34471-1421,
USA
        ","
        ,352-629-2332
        ",http://www.shilohsdachurch.org,"
		,504","
		,Rudolph Sterling "
"
        ,Church (CCH)
        ","
			,
			1693 9th Ave,
Huntington WV  25703-1709,
USA
        ","
        ,(304) 523-3670
        ",http://shilohwv.adventistchurch.org,"
		,25","
		,Sterling Thompson "
"
        ,
			,
			,
        ","
			,
			797 State St,
Springfield MA  01109-4111,
USA
        ","
		,Jenks Brutus ",http://www.shilohsdachurch.org,"
    	,
			PO Box 90127,
Springfield MA  01139-0127,
USA
		","
		,632"
"
        ,Church (CCH)
        ","
			,
			2400 S Maple St,
Little Rock AR  72204-5420,
USA
        ","
        ,501.313.2322
        ",http://shiloh37.adventistchurchconnect.org,"
		,502","
		,Kerwin Jones "
"
        ,
			,
			(,) 
			
        ","
			,
			625 Avenue H,
Greenwood MS  38930,
USA
        ","
		,Shawn Moss ",http://shiloh33.adventistchurchconnect.org,"
    	,
			PO Box 1407,
Greenwood MS  38935-1407,
USA
		","
		,146"
"
        ,Church (CCH)
        ","
			,
			601 Michigan Ave,
Leavenworth KS  66048-3727,
USA
        ","
        ,913-682-4246
        ",,"
		,98","
		,Harold M Allison Jr"
"
        ,
			,
			(,) 
			
        ","
			,
			4968 Cyprus Ln,
West Palm Beach FL  33417-5938,
USA
        ","
        ,561-506-0081
        ",http://shilohadventistpalmbeach@gmail.com,"
		,116","
		,David R. Noel "
"
        ,
			,
			(,) 
			
        ","
			,
			3660 Washington Ave,
Cincinnati OH  45229-2022,
USA
        ","
        ,513-961-5684
        ",http://shilohsda513.org,"
		,675","
		,Bryant Smith "
"
        ,Church (CCH)
        ","
			,
			2549 Church Ave,
Brooklyn NY  11226-4060,
USA
        ","
        ,
			,
			
        ",http://shilohbilingualsda.com/,"
		,196","
		,Brian Ladiny "
"
        ,
			,
			(,) 
			
        ","
			,
			1029 Higgins Dr,
McComb MS  39648-2654,
USA
        ","
		,Joseph Privette ",http://sherwood22.adventistchurchconnect.org,"
    	,
			PO Box 1491,
McComb MS  39649-1491,
USA
		","
		,43"
"
        ,
			,
			(,) 
			
        ","
			,
			15202 Highway 107,
Jacksonville AR  72076-9357,
USA
        ","
		,Richard D Hall ",http://sherwoodseventhdayadventistchurch.com,"
    	,
			15202 Highway 107,
Jacksonville AR  72076-9357,
USA
		","
		,45"
"
        ,
			,
			(,) 
			
        ","
			,
			6951 Spring Rd,
Shermans Dale PA  17090-8119,
USA
        ","
		,Paul Wasmer ",http://shermansdalechurch.com,"
    	,
			PO Box 89,
Shermans Dale PA  17090-0089,
USA
		","
		,66"
,"
			,
			3409 S Eisenhower Pkwy,
Denison TX  75020-7821,
USA
        ","
		,
			,
			
		",http://shermanspanishtx.adventistchurch.org,"
		,Pablo Carrizo ","
        ,
        "
"
        ,Monday, October 31, 2016
        ","
			,
			602 59th Ave,
Fairmount Heights MD  20743-6502,
USA
        ","
        ,240-381-2432
        ",http://sheriffroadmd.adventistchurch.org,"
    	,
			PO Box 31036,
Capitol Heights MD  20731-0036,
USA
		","
		,41"
"
        ,
			,
			(,) 
			
        ","
			,
			345 S Main St,
Sheridan WY  82801-4834,
USA
        ","
		,Benton Davis Sr",http://sheridan23.adventistchurchconnect.org,"
    	,
			PO Box 6102,
Sheridan WY  82801-1502,
USA
		","
		,98"
"
        ,Church (CCH)
        ","
			,
			940 W Main St,
Sheridan OR  97378-1002,
USA
        ","
        ,503-843-5151
        ",http://sheridanor.adventistchurch.org,"
		,58","
		,Jeffrey L Kimmel "
"
        ,
			,
			(,) 
			
        ","
			,
			200 W Church St,
Sheridan IL  60551-2068,
USA
        ","
		,Frendell Reyes ",http://sheridan22.adventistchurchconnect.org,"
    	,
			PO Box 587,
Sheridan IL  60551-0587,
USA
		","
		,82"
"
        ,Church (CCH)
        ","
			,
			1001 Wheatland Rd,
West Middlesex PA  16159-2137,
USA
        ","
		,Jon Clayburn ",,"
    	,
			PO Box 213,
West Middlesex PA  16159-0213,
USA
		","
		,75"
"
        ,
			,
			(,) 
			
        ","
			,
			210 W Shelton Valley Rd,
Shelton WA  98584-8722,
USA
        ","
		,Cristian Bobocea ",http://shelton23.adventistchurchconnect.org,"
    	,
			PO Box 1337,
Shelton WA  98584-0958,
USA
		","
		,234"
"
        ,Church (CCH)
        ","
			,
			15718 Meyer Ave,
Jamaica NY  11434-1138,
USA
        ","
        ,718-738-1760
        ",http://www.shelterrocksda.org,"
		,335","
		,Winston Stephenson "
"
        ,Wednesday, June 7, 2017
        ","
			,
			4401 Frankfort Rd,
Shelbyville KY  40065-9408,
USA
        ","
        ,502-647-3921
        ",http://shelbyville24.adventistchurchconnect.org,"
		,69","
		,John Johnston "
"
        ,
			,
			(,) 
			
        ","
			,
			1541 W McKay Rd,
Shelbyville IN  46176-9073,
USA
        ","
        ,317-398-7221
        ",http://www.shelbyvilleseventhdayadventistchurch.org,"
		,89","
		,Fred Troxell "
"
        ,Group (CG)
        ","
			,
			2350 Hoey Church Rd,
Shelby NC  28152-7980,
USA
        ","
        ,704-482-9188
        ",,"
    	,
			C/O ELIAS WHITE,
8750 Hallman Mill Rd,
Vale NC  28168-8269,
USA
		","
		,Oscar Montes "
"
        ,Company (CCO)
        ","
			,
			1929 S 58th Ave,
Shelby MI  49455-9704,
USA
        ","
        ,231-861-2457
        ",http://shelbyspanishmi.adventistchurch.org,"
		,33","
		,Raul Parra "
"
        ,
			,
			(,) 
			
        ","
			,
			1929 S 58th Ave,
Shelby MI  49455-9704,
USA
        ","
        ,231-750-4990
        ",http://shelby22.adventistchurchconnect.org,"
		,78","
		,Ronald Mills "
"
        ,Church (CCH)
        ","
			,
			2350 Hoey Church Rd,
Shelby NC  28152-7980,
USA
        ","
		,Oscar Montes ",,"
    	,
			PO Box 608,
Shelby NC  28151-0608,
USA
		","
		,81"
"
        ,
			,
			(,) 
			
        ","
			,
			772 Teton Ave,
Shelby MT  59474-1521,
USA
        ","
		,Norman L Johnson ",http://shelbyadventist22.adventistchurchconnect.org,"
    	,
			PO Box 1033,
Shelby MT  59474-1033,
USA
		","
		,38"
"
        ,
			,
			(,) 
			
        ","
			,
			408 McBrayer St,
Shelby NC  28150-5740,
USA
        ","
		,Ewart Carter ",http://shelbyvoiceofhope22.adventistchurchconnect.org,"
    	,
			PO Box 2909,
Shelby NC  28151-2909,
USA
		","
		,27"
"
        ,Church (CCH)
        ","
			,
			2017 Barbara St,
Selma CA  93662-2409,
USA
        ","
        ,559-896-2661
        ",http://www.selmabilingual.adventistfaith.org,"
		,108","
		,Victor Martinez Ortega "
"
		,
		","
			,
			call for location-907-443-4906,
P.O. Box 6,
Selawik, AK  99770-0006,
USA
        ","
        ,907-484-2220
        ",http://selawikak.adventistchurch.org,"
    	,
			PO Box 6,
Selawik AK  99770-0006,
USA
		","
		,James W Kincaid "
"
        ,
			,
			(,) 
			
        ","
			,
			170 Harrison Rd,
Selah WA  98942-9505,
USA
        ","
		,David D Morgan ",http://selahadventist.org,"
    	,
			PO Box 576,
Selah WA  98942-0576,
USA
		","
		,136"
"
        ,Church (CCH)
        ","
			,
			220 Preston Dr,
Seguin TX  78155-5240,
USA
        ","
        ,830-379-6813
        ",http://seguintx.adventistchurch.org,"
		,54","
		,Paul LeBlanc "
"
        ,
			,
			(,) 
			
        ","
			,
			781 Newman Ave,
Seekonk MA  02771-4416,
USA
        ","
        ,508-761-9181
        ",http://seekonkportuguesema.adventistchurch.org,"
		,99","
		,Mark M. de Oliveira "
"
		,
		","
			,
			680 S Sunset Dr,
Sedona AZ  86338-5411,
USA
        ","
        ,
        ",http://sedonacampverdespanish22.adventistchurchconnect.org,"
    	,
			PO Box 1275,
Sedona AZ  86339-1275,
USA
		","
        ,928-282-5121
        "
"
        ,
			,
			(,) 
			
        ","
			,
			680 S Sunset Dr,
Sedona AZ  86336,
USA
        ","
		,Vincent Travis Woolsey ",http://sedona22.adventistchurchconnect.org,"
    	,
			PO Box 1275,
Sedona AZ  86339-1275,
USA
		","
		,48"
"
        ,
			,
			(,) 
			
        ","
			,
			2050 Independence Rd,
Sedan KS  67361-8801,
USA
        ","
		,Francois Erasmus ",http://sedan22.adventistchurchconnect.org,"
    	,
			2050 Independence Rd,
Sedan KS  67361-8801,
USA
		","
		,28"
"
        ,Church (CCH)
        ","
			,
			29525 Highway 50,
Sedalia MO  65301-1222,
USA
        ","
        ,660-826-8951
        ",http://sedalia22.adventistchurchconnect.org,"
		,282","
		,Seth (Carey Seth) Coridan "
,"
			,
			2840 W Logan Blvd,
Chicago IL  60647-1730,
USA
        ","
		,
			,
			
		",http://secondgenerationscentralil.adventistchurch.org,"
		,Luis A. Eguiluz ","
        ,
        "
"
        ,
			,
			(,) 
			
        ","
			,
			5880 Schumacher Rd,
Sebring FL  33872-2725,
USA
        ","
		,David Rilo Castro ",http://sebringspanish22.adventistchurchconnect.org,"
    	,
			c/o Clerk Doris Meza,
3823 El Rado Ave,
Sebring FL  33872-2386,
USA
		","
		,148"
"
        ,Friday, January 30, 2015
        ","
			,
			2106 State Road 17 N,
Sebring FL  33870-2636,
USA
        ","
        ,863-385-2438
        ",http://sebring22.adventistchurchconnect.org,"
    	,
			PO Box 3327,
Sebring FL  33871-3327,
USA
		","
		,114"
"
        ,
			,
			(,) 
			
        ","
			,
			1665 Gravenstein Hwy N,
Sebastopol CA  95472-2610,
USA
        ","
        ,707-829-3964
        ",http://sebastopolsda.org,"
		,142","
		,Timothy Jo Judson "
